"","student_IDs","Preference_1","Preference_2","Preference_3","reported_date","sex","height_text","cleaned_heigths_data"
"787","bloodsucking_myna","Chocolate","Rocky Road","Mocha",2014-12-11 13:29:00,"Male","72",72
"788","nonzoologic_ambushbug","Vanilla","Rocky Road","Mocha",2014-09-02 15:16:00,"Male","69",69
"789","demented_hound","Vanilla","Mocha","Strawberry",2015-11-04 16:37:00,"Male","74",74
"790","lyrical_catfish","Chocolate","Rocky Road","Strawberry",2014-09-02 15:16:00,"Male","5'7",67
"791","erasable_mongoose","Vanilla","Fudge","Rocky Road",2014-09-02 15:17:00,"Male","75",75
"792","uncreative_rodent","Vanilla","Mocha","Pistachio",2017-06-22 09:46:00,"Male","72",72
"793","unfoolish_plover","Vanilla","Strawberry","Pistachio",2015-10-26 14:18:00,"Male","5.5",66
"794","gorgeable_ringtailedlemur","Vanilla","Rocky Road","Fudge",2014-09-02 15:16:00,"Male","70",70
"795","pseudoreligious_wallaby","Chocolate","Mocha","Fudge",2015-02-27 18:05:00,"Male","612",612
"796","hexametral_swellfish","Chocolate","Fudge","Rocky Road",2016-01-26 10:57:00,"Male","74",74
"797","lemuroid_martin","Chocolate","Pistachio","Strawberry",2017-07-06 06:04:00,"Male","170",170
"798","aphidian_easteuropeanshepherd","Chocolate","Fudge","Rocky Road",2016-12-05 03:10:00,"Female","63",63
"799","semimagical_shark","Chocolate","Pistachio","Rocky Road",2016-01-25 21:18:00,"Male","68",68
"800","retired_betafish","Vanilla","Mocha","Pistachio",2014-09-02 15:16:00,"Male","68",68
"801","rejoiceful_mustang","Vanilla","Fudge","Pistachio",2015-04-19 15:44:00,"Male","67",67
"802","plaid_thrasher","Vanilla","Fudge","Rocky Road",2014-09-02 15:18:00,"Female","68",68
"803","hemihedral_aquaticleech","Vanilla","Pistachio","Rocky Road",2017-09-09 16:56:00,"Female","69",69
"804","microbic_argusfish","Chocolate","Fudge","Pistachio",2014-10-12 01:25:00,"Male","70",70
"805","overparticular_polyp","Vanilla","Fudge","Pistachio",2014-09-02 15:16:00,"Male","69",69
"806","gigantic_rhino","Vanilla","Fudge","Pistachio",2015-05-08 15:12:00,"Female","5.5",66
"807","dovish_longhornbeetle","Chocolate","Strawberry","Mocha",2016-10-28 13:15:00,"Male","76",76
"808","taxidermal_atlanticridleyturtle","Chocolate","Strawberry","Pistachio",2014-10-12 18:00:00,"Female","65",65
"809","solidifiable_douglasfirbarkbeetle","Vanilla","Fudge","Mocha",2014-09-02 15:33:00,"Female","63",63
"810","nonspinal_massospondylus","Vanilla","Pistachio","Rocky Road",2016-01-19 16:31:00,"Male","70",70
"811","semidry_xantusmurrelet","Vanilla","Fudge","Rocky Road",2014-09-21 22:20:00,"Male","69",69
"812","conspiratorial_rainbowlorikeet","Vanilla","Mocha","Pistachio",2015-06-07 20:41:00,"Male","66.9",66.9
"813","earthly_beagle","Vanilla","Fudge","Mocha",2017-01-13 17:43:00,"Female","66",66
"814","edgy_irishdraughthorse","Vanilla","Rocky Road","Fudge",2016-08-08 20:48:00,"Male","75",75
"815","pseudopsychological_goldenmantledgroundsquirrel","Vanilla","Rocky Road","Mocha",2014-11-21 13:44:00,"Male","68",68
"816","prophesiable_xuanhuaceratops","Vanilla","Strawberry","Fudge",2014-12-15 14:05:00,"Female","5'3''",63
"817","robust_equestrian","Vanilla","Pistachio","Strawberry",2015-02-17 18:43:00,"Male","70",70
"818","pixyish_pupfish","Chocolate","Strawberry","Rocky Road",2014-09-02 15:16:00,"Male","71",71
"819","leftist_waxwing","Chocolate","Rocky Road","Pistachio",2014-09-02 15:16:00,"Male","69",69
"820","conscious_gerbil","Vanilla","Strawberry","Mocha",2014-09-02 15:16:00,"Female","69",69
"821","selenium_addax","Vanilla","Pistachio","Fudge",2017-10-03 21:31:00,"Male","69",69
"822","cosmographical_teledu","Chocolate","Strawberry","Rocky Road",2015-07-14 23:17:00,"Male","170",170
"823","contortioned_python","Vanilla","Strawberry","Fudge",2014-09-05 07:54:00,"Female","67",67
"824","hessian_velvetcrab","Vanilla","Pistachio","Fudge",2015-04-01 21:32:00,"Male","72.83",72.83
"825","ultratropical_hart","Chocolate","Pistachio","Fudge",2016-01-26 22:42:00,"Male","70",70
"826","hexahedral_hen","Vanilla","Strawberry","Rocky Road",2016-01-25 08:17:00,"Female","68.11",68.11
"827","nonagrarian_hochstettersfrog","Chocolate","Fudge","Rocky Road",2015-05-18 18:27:00,"Male","72",72
"828","revered_ibisbill","Vanilla","Pistachio","Rocky Road",2016-01-05 03:59:00,"Male","71",71
"829","thinnish_tayra","Chocolate","Strawberry","Rocky Road",2015-04-04 20:20:00,"Male","65",65
"830","tenuous_tuna","Vanilla","Pistachio","Mocha",2014-09-02 15:17:00,"Male","74",74
"831","antimonarchy_kingfisher","Vanilla","Rocky Road","Pistachio",2014-09-02 15:16:00,"Female","64",64
"832","remittable_mara","Chocolate","Strawberry","Mocha",2016-01-26 15:38:00,"Female","5'2",62
"833","cottony_dorking","Chocolate","Pistachio","Strawberry",2017-04-26 00:30:00,"Male","88",88
"834","ammonitoid_bichonfrise","Chocolate","Mocha","Fudge",2014-10-10 02:37:00,"Male","69",69
"835","squirrellike_bergerpicard","Vanilla","Fudge","Strawberry",2014-09-02 15:16:00,"Female","62",62
"836","ondontophobic_spoonbill","Vanilla","Pistachio","Mocha",2016-01-11 11:57:00,"Male","66",66
"837","mega_atlanticsharpnosepuffer","Chocolate","Strawberry","Pistachio",2014-09-04 10:32:00,"Male","69",69
"838","wedded_africanharrierhawk","Vanilla","Strawberry","Pistachio",2015-07-12 23:03:00,"Male","6.5",78
"839","holohedral_kissingbug","Vanilla","Fudge","Mocha",2014-09-02 15:16:00,"Male","69",69
"840","indigenous_dobermanpinscher","Chocolate","Pistachio","Mocha",2017-09-07 10:40:00,"Male","50",50
"841","botchy_nettlefish","Vanilla","Fudge","Pistachio",2014-09-02 15:16:00,"Female","62",62
"842","revolutionary_lobster","Vanilla","Pistachio","Rocky Road",2016-02-15 06:41:00,"Male","70.1",70.1
"843","proabolition_garpike","Chocolate","Fudge","Pistachio",2014-12-18 04:59:00,"Male","70",70
"844","departmental_arabianoryx","Vanilla","Fudge","Pistachio",2015-05-12 16:16:00,"Male","74",74
"845","adorable_icelandichorse","Vanilla","Rocky Road","Strawberry",2014-10-14 05:18:00,"Male","71",71
"846","enraged_harpyeagle","Vanilla","Strawberry","Pistachio",2014-09-02 15:16:00,"Male","74",74
"847","deferable_oryx","Chocolate","Pistachio","Strawberry",2014-09-04 09:24:00,"Female","150",150
"848","operose_turnstone","Vanilla","Strawberry","Pistachio",2015-05-23 05:31:00,"Male","73.62",73.62
"849","taupe_monkfish","Chocolate","Pistachio","Mocha",2015-01-08 15:05:00,"Male","66.92",66.92
"850","nonprophetical_honeybee","Vanilla","Fudge","Rocky Road",2015-05-12 23:39:00,"Male","73",73
"851","armourclad_puppy","Chocolate","Strawberry","Fudge",2016-01-26 16:42:00,"Male","5'11",71
"852","curdy_woollybearcaterpillar","Chocolate","Mocha","Fudge",2016-01-25 08:19:00,"Female","60",60
"853","iced_queenant","Vanilla","Rocky Road","Mocha",2014-09-02 15:17:00,"Male","72",72
"854","sacrilegious_halibut","Chocolate","Rocky Road","Pistachio",2015-06-14 10:14:00,"Male","68.5",68.5
"855","ratlike_barnowl","Vanilla","Pistachio","Mocha",2015-11-26 02:36:00,"Male","68",68
"856","consecutive_titi","Chocolate","Mocha","Strawberry",2016-01-25 08:15:00,"Male","68.8976",68.8976
"857","duskish_siberiantiger","Chocolate","Fudge","Strawberry",2015-02-04 17:56:00,"Female","64",64
"858","disinherited_mullet","Vanilla","Rocky Road","Fudge",2015-04-11 23:30:00,"Male","173",173
"859","judgmental_xuanhanosaurus","Vanilla","Mocha","Strawberry",2016-01-26 09:51:00,"Female","5'8",68
"860","intense_ibadanmalimbe","Vanilla","Mocha","Fudge",2016-04-13 22:48:00,"Male","65",65
"861","carboniferous_frenchbulldog","Chocolate","Strawberry","Pistachio",2017-10-04 10:01:00,"Male","161",161
"862","centrifugal_hapuka","Chocolate","Mocha","Fudge",2014-09-02 15:16:00,"Male","71",71
"863","deathlike_germanspaniel","Vanilla","Fudge","Pistachio",2014-09-03 00:53:00,"Male","72",72
"864","compatriotic_grayling","Vanilla","Rocky Road","Fudge",2014-09-02 15:17:00,"Male","68",68
"865","elaborate_seaslug","Chocolate","Rocky Road","Strawberry",2016-01-25 08:15:00,"Female","68.8976",68.8976
"866","floaty_quail","Chocolate","Rocky Road","Fudge",2016-01-26 09:51:00,"Male","65",65
"867","gymnastic_southernhairnosedwombat","Chocolate","Rocky Road","Fudge",2015-06-21 11:06:00,"Male","6",72
"868","tragic_hypsilophodon","Vanilla","Rocky Road","Strawberry",2014-12-05 11:12:00,"Male","72",72
"869","uninspired_sugarglider","Chocolate","Fudge","Pistachio",2014-09-02 15:16:00,"Female","63",63
"870","scarred_atlanticblackgoby","Chocolate","Fudge","Rocky Road",2015-05-17 01:26:00,"Male","69",69
"871","mousey_commongonolek","Vanilla","Rocky Road","Strawberry",2015-05-14 21:29:00,"Male","70",70
"872","hated_argusfish","Vanilla","Pistachio","Mocha",2014-09-04 14:23:00,"Male","103.2",103.2
"873","amethyst_grayreefshark","Vanilla","Rocky Road","Mocha",2014-09-02 15:16:00,"Male","72",72
"874","destructive_crossbill","Chocolate","Mocha","Pistachio",2014-09-14 22:56:00,"Male","68",68
"875","shaven_imperialeagle","Vanilla","Rocky Road","Strawberry",2015-01-31 11:11:00,"Male","54",54
"876","clumpish_halibut","Vanilla","Pistachio","Strawberry",2017-01-24 08:37:00,"Male","72",72
"877","semiintellectual_springbok","Vanilla","Mocha","Fudge",2016-01-25 08:15:00,"Male","67.3",67.3
"878","uncategorised_imperatorangel","Vanilla","Rocky Road","Fudge",2014-09-02 15:16:00,"Female","67",67
"879","windy_ankolewatusi","Chocolate","Rocky Road","Pistachio",2014-11-11 17:26:00,"Male","72",72
"880","finicky_manxcat","Vanilla","Rocky Road","Strawberry",2016-01-27 18:39:00,"Male","71",71
"881","priceless_quokka","Chocolate","Strawberry","Rocky Road",2016-01-25 08:15:00,"Female","5'8",68
"882","pyrocrystalline_newfoundlanddog","Chocolate","Pistachio","Strawberry",2016-01-26 15:05:00,"Female","67.7",67.7
"883","chiasmic_pullet","Chocolate","Pistachio","Rocky Road",2014-09-02 15:16:00,"Female","64",64
"884","polarized_pacificparrotlet","Chocolate","Pistachio","Rocky Road",2015-10-22 03:51:00,"Male","67",67
"885","biodegradable_queenconch","Chocolate","Pistachio","Mocha",2015-02-22 22:02:00,"Male","72",72
"886","aviophobic_iberianmole","Chocolate","Strawberry","Fudge",2015-05-18 21:35:00,"Female","63",63
"887","dapper_iridescentshark","Chocolate","Mocha","Pistachio",2015-05-16 04:39:00,"Male","5.2",62.4
"888","wearable_cockroach","Chocolate","Rocky Road","Mocha",2016-01-25 19:52:00,"Male","69",69
"889","metapsychological_northernfurseal","Vanilla","Mocha","Pistachio",2016-01-26 19:18:00,"Female","64",64
"890","epidemic_vervet","Vanilla","Rocky Road","Pistachio",2014-09-02 15:17:00,"Male","74",74
"891","disputable_perch","Chocolate","Mocha","Fudge",2015-11-23 01:59:00,"Female","23",23
"892","strong_tigershark","Chocolate","Fudge","Rocky Road",2014-09-02 16:06:00,"Male","70",70
"893","autophobic_karakul","Chocolate","Fudge","Pistachio",2014-11-24 20:18:00,"Male","6.1",73.2
"894","anticlimactic_gonolek","Vanilla","Strawberry","Rocky Road",2014-09-02 15:16:00,"Male","66",66
"895","anecdotal_ammonite","Chocolate","Fudge","Mocha",2014-09-02 13:40:00,"Male","75",75
"896","illaffected_mudpuppy","Chocolate","Strawberry","Mocha",2014-09-02 15:16:00,"Male","67",67
"897","coyish_finwhale","Chocolate","Fudge","Mocha",2015-08-30 05:58:00,"Male","162",162
"898","belocolus_uromastyxspinipes",NA,NA,NA,2014-09-02 13:46:00,"Male","70",70
"899","forensic_ferret",NA,NA,NA,2014-09-02 14:51:00,"Male","74",74
"900","adventurous_burro",NA,NA,NA,2014-09-02 15:16:00,"Male","68",68
"901","anhydrite_rook",NA,NA,NA,2014-09-02 15:16:00,"Male","66",66
"902","seaisland_solenodon",NA,NA,NA,2014-09-02 15:16:00,"Female","66",66
"903","amphibious_neonredguppy",NA,NA,NA,2014-09-02 15:16:00,"Female","5.3",63.6
"904","vegan_midge",NA,NA,NA,2014-09-02 15:16:00,"Male","68",68
"905","delicate_fishingcat",NA,NA,NA,2014-09-02 15:16:00,"Male","60",60
"906","spiritless_nematode",NA,NA,NA,2014-09-02 15:16:00,"Male","74",74
"907","convulsant_rhino",NA,NA,NA,2014-09-02 15:16:00,"Male","68",68
"908","pediophobic_baldeagle",NA,NA,NA,2014-09-02 15:16:00,"Male","70.5",70.5
"909","antimilitary_stag",NA,NA,NA,2014-09-02 15:16:00,"Male","71",71
"910","ammoniacal_firecrest",NA,NA,NA,2014-09-02 15:16:00,"Male","69",69
"911","sicklied_iberianchiffchaff",NA,NA,NA,2014-09-02 15:16:00,"Male","67",67
"912","flowered_budgie",NA,NA,NA,2014-09-02 15:16:00,"Male","67",67
"913","pedagogical_harpseal",NA,NA,NA,2014-09-02 15:16:00,"Female","65",65
"914","highexplosive_paperwasp",NA,NA,NA,2014-09-02 15:16:00,"Male","70",70
"915","papery_argali",NA,NA,NA,2014-09-02 15:16:00,"Male","60",60
"916","delegable_aplomadofalcon",NA,NA,NA,2014-09-02 15:16:00,"Male","70",70
"917","deserticolous_heron",NA,NA,NA,2014-09-02 15:16:00,"Female","62",62
"918","spherular_dalmatian",NA,NA,NA,2014-09-02 15:16:00,"Male","69",69
"919","deprecatory_cornsnake",NA,NA,NA,2014-09-02 15:16:00,"Male","76",76
"920","aviaphobic_swift",NA,NA,NA,2014-09-02 15:16:00,"Male","74",74
"921","emulsible_atlasmoth",NA,NA,NA,2014-09-02 15:16:00,"Male","74.5",74.5
"922","unmelodramatic_eyra",NA,NA,NA,2014-09-02 15:16:00,"Male","78",78
"923","thorough_australianfreshwatercrocodile",NA,NA,NA,2014-09-02 15:16:00,"Female","63",63
"924","nonsolar_americankestrel",NA,NA,NA,2014-09-02 15:17:00,"Female","67",67
"925","nondemocratic_quinquespinosus",NA,NA,NA,2014-09-02 15:17:00,"Female","77",77
"926","metallographical_katydid",NA,NA,NA,2014-09-02 15:17:00,"Male","70",70
"927","soured_quagga",NA,NA,NA,2014-09-02 15:17:00,"Male","72",72
"928","zircon_millipede",NA,NA,NA,2014-09-02 15:17:00,"Male","74",74
"929","metempsychosic_phalarope",NA,NA,NA,2014-09-02 17:32:00,"Female","69",69
"930","refillable_hermitcrab",NA,NA,NA,2014-09-03 09:44:00,"Female","66",66
"931","wrinkled_jabiru",NA,NA,NA,2014-09-03 19:08:00,"Male","67",67
"932","alabaster_icefish",NA,NA,NA,2014-09-03 19:43:00,"Male","70",70
"933","hard_americanbobtail",NA,NA,NA,2014-09-03 21:43:00,"Male","72",72
"934","tardy_hairstreakbutterfly",NA,NA,NA,2014-09-04 11:56:00,"Male","68.11",68.11
"935","emptyheaded_drever",NA,NA,NA,2014-09-04 13:22:00,"Male","68",68
"936","abusive_verdin",NA,NA,NA,2014-09-06 04:18:00,"Male","68",68
"937","printed_kingsnake",NA,NA,NA,2014-09-06 22:38:00,"Female","5",60
"938","ill_uintagroundsquirrel",NA,NA,NA,2014-09-06 23:15:00,"Male","70",70
"939","satirical_mosasaur",NA,NA,NA,2014-09-07 18:18:00,"Male","177",177
"940","cainophobic_seahog",NA,NA,NA,2014-09-08 18:52:00,"Male","70",70
"941","sooty_basenji",NA,NA,NA,2014-09-08 19:42:00,"Male","66",66
"942","ratlike_angwantibo",NA,NA,NA,2014-09-10 12:13:00,"Male","72",72
"943","nonsolicitous_asiaticlesserfreshwaterclam",NA,NA,NA,2014-09-13 12:32:00,"Male","72",72
"944","available_annelida",NA,NA,NA,2014-09-15 02:53:00,"Male","70",70
"945","squirarchal_greyhounddog",NA,NA,NA,2014-09-16 18:47:00,"Male","66",66
"946","behavioral_dachshund",NA,NA,NA,2014-09-19 11:01:00,"Male","178",178
"947","drifty_mongrel",NA,NA,NA,2014-09-24 05:06:00,"Male","72",72
"948","alien_corydorascatfish",NA,NA,NA,2014-09-24 11:20:00,"Male","68.5",68.5
"949","seclusive_guanaco",NA,NA,NA,2014-09-26 05:34:00,"Female","163",163
"950","contemplative_skunk",NA,NA,NA,2014-09-27 23:39:00,"Male","66.92",66.92
"951","intrapsychic_pig",NA,NA,NA,2014-10-09 16:18:00,"Male","70",70
"952","superfluous_spittlebug",NA,NA,NA,2014-10-12 21:34:00,"Male","68",68
"953","duteous_irishdraughthorse",NA,NA,NA,2014-10-13 03:09:00,"Male","178",178
"954","inconclusive_drafthorse",NA,NA,NA,2014-10-27 06:17:00,"Male","68.4",68.4
"955","supercilious_sealion",NA,NA,NA,2014-10-30 06:18:00,"Male","65",65
"956","convective_blowfish",NA,NA,NA,2014-11-17 23:20:00,"Male","72",72
"957","bleakish_babirusa",NA,NA,NA,2014-11-19 01:38:00,"Male","71.5",71.5
"958","washedup_bubblefish",NA,NA,NA,2014-11-21 11:35:00,"Male","68.8976",68.8976
"959","aviaphobic_caudata",NA,NA,NA,2014-11-24 15:26:00,"Male","67",67
"960","trainsick_trout",NA,NA,NA,2014-11-27 12:45:00,"Female","5'3",63
"961","historiographic_inchworm",NA,NA,NA,2014-12-04 08:02:00,"Male","71",71
"962","vapid_betafish",NA,NA,NA,2014-12-04 10:12:00,"Male","5.6",67.2
"963","tightknit_scarab",NA,NA,NA,2014-12-05 16:55:00,"Male","69",69
"964","unafraid_antarcticgiantpetrel",NA,NA,NA,2014-12-11 14:17:00,"Male","5'10''",70
"965","pixilated_seabird",NA,NA,NA,2015-01-03 16:02:00,"Male","5'7''",67
"966","unmythical_honeyeater",NA,NA,NA,2015-01-04 15:40:00,"Male","5.9",70.8
"967","fluidic_herculesbeetle",NA,NA,NA,2015-01-06 22:58:00,"Male","5'12",72
"968","equatorial_brahmanbull",NA,NA,NA,2015-01-07 08:57:00,"Male","53.77",53.77
"969","bleak_gelada",NA,NA,NA,2015-01-09 07:17:00,"Male","73",73
"970","farflung_beaver",NA,NA,NA,2015-01-11 13:06:00,"Female","5.6",67.2
"971","doublejointed_americanalligator",NA,NA,NA,2015-01-13 21:17:00,"Male","6",72
"972","climatologic_amethystsunbird",NA,NA,NA,2015-01-24 22:32:00,"Male","72",72
"973","deflated_bigmouthbass",NA,NA,NA,2015-01-26 05:37:00,"Male","69",69
"974","uninspiring_calf",NA,NA,NA,2015-01-26 11:40:00,"Female","5'3",63
"975","greyish_xuanhuasaurus",NA,NA,NA,2015-02-01 00:16:00,"Male","5.5",66
"976","priestly_sheldrake",NA,NA,NA,2015-02-03 04:00:00,"Male","67",67
"977","tetragonal_gar",NA,NA,NA,2015-02-03 17:03:00,"Male","5,8",68
"978","brash_merlin",NA,NA,NA,2015-02-04 12:29:00,"Male","72",72
"979","suspect_amurminnow",NA,NA,NA,2015-02-04 16:50:00,"Male","64.961",64.961
"980","rival_canary",NA,NA,NA,2015-02-20 06:27:00,"Male","66",66
"981","antioptimistical_motmot",NA,NA,NA,2015-03-03 13:18:00,"Female","66",66
"982","resurrectionary_snowgeese",NA,NA,NA,2015-03-06 19:42:00,"Female","5'4",64
"983","contumelious_kouprey",NA,NA,NA,2015-03-12 14:13:00,"Male","63",63
"984","anarthric_molly",NA,NA,NA,2015-03-12 14:13:00,"Male","65",65
"985","cowardly_rhesusmonkey",NA,NA,NA,2015-03-15 11:20:00,"Male","70",70
"986","flushed_diplodocus",NA,NA,NA,2015-03-17 07:56:00,"Male","87",87
"987","demonstrative_beagle",NA,NA,NA,2015-03-21 14:24:00,"Male","77.1654",77.1654
"988","spectacular_ayeaye",NA,NA,NA,2015-03-24 10:29:00,"Male","5'7.5''",67
"989","selfconceited_koala",NA,NA,NA,2015-04-11 09:59:00,"Male","67",67
"990","monarchal_plover",NA,NA,NA,2015-04-15 05:45:00,"Male","174",174
"991","hardhearted_pittabird",NA,NA,NA,2015-04-16 11:15:00,"Male","176",176
"992","apprentice_possum",NA,NA,NA,2015-04-19 03:09:00,"Male","64",64
"993","pseudofaithful_arizonaalligatorlizard",NA,NA,NA,2015-04-19 17:07:00,"Male","70",70
"994","temperate_goa",NA,NA,NA,2015-04-25 16:05:00,"Male","68.5",68.5
"995","metapsychological_urson",NA,NA,NA,2015-04-27 08:34:00,"Male","66.5",66.5
"996","falconine_gosling",NA,NA,NA,2015-04-30 23:00:00,"Male","6.7",80.4
"997","married_ichthyosaurs",NA,NA,NA,2015-05-04 17:16:00,"Male","74",74
"998","puny_dinosaur",NA,NA,NA,2015-05-12 19:22:00,"Male","71",71
"999","congregational_brontosaurus",NA,NA,NA,2015-05-12 19:23:00,"Female","yyy",NA
"1000","chromatinic_upupa",NA,NA,NA,2015-05-18 18:27:00,"Female","5'8",68
"1001","selfdissatisfied_peregrinefalcon",NA,NA,NA,2015-05-18 18:31:00,"Male","72",72
"1002","intrapsychic_coati",NA,NA,NA,2015-05-30 12:11:00,"Male","69",69
"1003","misogynous_hare",NA,NA,NA,2015-06-01 12:07:00,"Male","68.9",68.9
"1004","proagrarian_aidi",NA,NA,NA,2015-06-01 21:26:00,"Male","67.71",67.71
"1005","streaky_hamster",NA,NA,NA,2015-06-03 01:01:00,"Female","59",59
"1006","vuvuzelaish_octopus",NA,NA,NA,2015-06-14 13:02:00,"Male","74",74
"1007","blizzardy_fossa",NA,NA,NA,2015-06-15 22:23:00,"Male","76",76
"1008","classical_stingray",NA,NA,NA,2015-06-19 18:00:00,"Male","69",69
"1009","lonely_sloth",NA,NA,NA,2015-06-24 22:13:00,"Male","67",67
"1010","kindly_olm",NA,NA,NA,2015-06-30 19:48:00,"Male","69",69
"1011","statesmanlike_yellowjacket",NA,NA,NA,2015-07-08 11:00:00,"Male","68.9",68.9
"1012","acclimatisable_venomoussnake",NA,NA,NA,2015-07-10 00:48:00,"Female","66.9291",66.9291
"1013","determined_galapagoshawk",NA,NA,NA,2015-07-23 17:13:00,"Male","6",72
"1014","convulsible_australiankelpie",NA,NA,NA,2015-07-30 15:59:00,"Male","72.83",72.83
"1015","medium_appaloosa",NA,NA,NA,2015-08-04 04:05:00,"Male","72.44",72.44
"1016","jeanlike_inchworm",NA,NA,NA,2015-08-04 09:54:00,"Male","70",70
"1017","marauding_africanfisheagle",NA,NA,NA,2015-08-12 11:17:00,"Male","1",1
"1018","equipable_murrelet",NA,NA,NA,2015-08-12 13:23:00,"Male","68",68
"1019","nonspheric_gander",NA,NA,NA,2015-08-13 08:51:00,"Male","73",73
"1020","antifeministic_platypus",NA,NA,NA,2015-08-16 02:17:00,"Male","71",71
"1021","germproof_andeancondor",NA,NA,NA,2015-08-20 14:00:00,"Male","6*12",84
"1022","amusing_whapuku",NA,NA,NA,2015-08-28 12:27:00,"Male","5 .11",71
"1023","subgeometric_oropendola",NA,NA,NA,2015-09-05 10:58:00,"Male","70",70
"1024","graphite_alaskankleekai",NA,NA,NA,2015-09-12 11:19:00,"Male","70",70
"1025","biophilic_aracari",NA,NA,NA,2015-09-16 06:17:00,"Male","6",72
"1026","semiphilosophical_galago",NA,NA,NA,2015-09-18 18:03:00,"Male","68",68
"1027","torrid_homalocephale",NA,NA,NA,2015-09-20 01:38:00,"Male","173",173
"1028","nonphilosophic_gaur",NA,NA,NA,2015-09-24 16:54:00,"Male","1.6",1.6
"1029","actuarian_jaguarundi",NA,NA,NA,2015-10-01 12:19:00,"Male","70",70
"1030","semireligious_mutt",NA,NA,NA,2015-10-05 16:18:00,"Male","70",70
"1031","identical_irishterrier",NA,NA,NA,2015-10-08 16:51:00,"Male","72.44",72.44
"1032","antihygienic_wisent",NA,NA,NA,2015-10-10 14:17:00,"Male","69",69
"1033","antischool_siskin",NA,NA,NA,2015-10-26 02:26:00,"Male","5.7",68.4
"1034","atypical_shoveler",NA,NA,NA,2015-10-31 00:30:00,"Male","62",62
"1035","fabled_leafhopper",NA,NA,NA,2015-12-09 17:16:00,"Male","70",70
"1036","elicitable_fulmar",NA,NA,NA,2015-12-23 10:17:00,"Male","72",72
"1037","faintish_velvetworm",NA,NA,NA,2015-12-27 08:54:00,"Male","72",72
"1038","probable_uromastyxmaliensis",NA,NA,NA,2015-12-29 12:54:00,"Male","66",66
"1039","concave_unau",NA,NA,NA,2016-01-05 14:36:00,"Male","69",69
"1040","orthogonal_pittabird",NA,NA,NA,2016-01-11 21:31:00,"Male","174",174
"1041","doltish_millipede",NA,NA,NA,2016-01-25 08:15:00,"Female","63",63
"1042","postwar_scarab",NA,NA,NA,2016-01-25 08:15:00,"Female","67",67
"1043","affable_gorilla",NA,NA,NA,2016-01-25 08:15:00,"Female","67",67
"1044","elmy_lovebird",NA,NA,NA,2016-01-25 08:15:00,"Female","63",63
"1045","filterable_perch",NA,NA,NA,2016-01-25 08:16:00,"Male","67",67
"1046","northeastern_yaffle",NA,NA,NA,2016-01-25 08:16:00,"Male","5.11",61.32
"1047","avian_dove",NA,NA,NA,2016-01-25 08:24:00,"Female","67.72",67.72
"1048","antidemocratic_fennecfox",NA,NA,NA,2016-01-26 08:42:00,"Male","71",71
"1049","duncical_swordfish",NA,NA,NA,2016-01-26 09:49:00,"Male","5'7",67
"1050","amberous_swellfish",NA,NA,NA,2016-01-26 09:52:00,"Female","64",64
"1051","patterny_uromastyxmaliensis",NA,NA,NA,2016-01-26 10:01:00,"Female","64",64
"1052","selfcolored_indri",NA,NA,NA,2016-01-26 10:02:00,"Male","6'1",73
"1053","insectean_xraytetra",NA,NA,NA,2016-01-26 10:08:00,"Male","70",70
"1054","uncrystallisable_jellyfish",NA,NA,NA,2016-01-26 10:40:00,"Male","5.5",66
"1055","outer_boutu",NA,NA,NA,2016-01-26 10:53:00,"Female","69",69
"1056","illiterate_tigershark",NA,NA,NA,2016-01-26 13:28:00,"Female","65",65
"1057","synecological_langur",NA,NA,NA,2016-01-26 14:02:00,"Male","70",70
"1058","illhumored_honeyeater",NA,NA,NA,2016-01-26 15:19:00,"Male","5ft 9 inches",69
"1059","rich_flyingfish",NA,NA,NA,2016-01-26 16:20:00,"Male","74",74
"1060","topazine_perch",NA,NA,NA,2016-01-26 19:13:00,"Female","66",66
"1061","nonartistical_merganser",NA,NA,NA,2016-01-26 21:25:00,"Female","5.7",68.4
"1062","anthophilic_northernpike",NA,NA,NA,2016-01-27 03:15:00,"Male","168",168
"1063","correctional_andalusianhorse",NA,NA,NA,2016-01-27 09:34:00,"Female","64",64
"1064","unmerchantable_australiansilkyterrier",NA,NA,NA,2016-01-27 11:48:00,"Male","73.2",73.2
"1065","corroborant_saltwatercrocodile",NA,NA,NA,2016-01-27 18:39:00,"Male","72.44",72.44
"1066","unapologetic_leopard",NA,NA,NA,2016-02-06 20:14:00,"Female","66",66
"1067","irrelevant_thrush",NA,NA,NA,2016-02-08 17:22:00,"Male","68",68
"1068","elastic_numbat",NA,NA,NA,2016-02-08 21:21:00,"Male","70",70
"1069","corporatist_angwantibo",NA,NA,NA,2016-03-01 02:38:00,"Male","5.7",68.4
"1070","nutty_dungenesscrab",NA,NA,NA,2016-03-12 06:12:00,"Male","708,661",9157
"1071","wisdomless_virginiaopossum",NA,NA,NA,2016-03-14 19:02:00,"Male","67.7",67.7
"1072","nitpicking_albacoretuna",NA,NA,NA,2016-03-15 06:06:00,"Male","72",72
"1073","blasphemous_grouse",NA,NA,NA,2016-03-18 00:45:00,"Male","5 feet 6 inches",66
"1074","intercranial_blackfootedferret",NA,NA,NA,2016-03-21 01:12:00,"Male","5'10''",70
"1075","dotted_aurochs",NA,NA,NA,2016-04-10 07:23:00,"Male","649,606",8394
